,content_id,content,jieba,jieba_remove_stopword,token_sequence,pad_sequence,sentiment_value
1026,bJIzTNc7Moiq8wp0,你没理解 我得意思。我是单程16公里公司到家。你可以地图导航下。终点:上海浦东毕升路299弄，起点上海浦东合庆工业园区。16公里开到公司，晚上16再开回去，第二天再走一点点跳点一小格，分3次。    ,"['你', '没', '理解', ' ', '我', '得', '意思', '。', '我', '是', '单程', '16', '公里', '公司', '到家', '。', '你', '可以', '地图', '导航', '下', '。', '终点', ':', '上海浦东', '毕升', '路', '299', '弄', '，', '起点', '上海浦东', '合庆', '工业园区', '。', '16', '公里', '开', '到', '公司', '，', '晚上', '16', '再', '开回去', '，', '第二天', '再', '走', '一点点', '跳点', '一小', '格', '，', '分', '3', '次', '。']","['没', '理解', ' ', '意思', '单程', '公里', '公司', '到家', '可以', '地图', '导航', '下', '终点', '上海浦东', '毕升', '路', '弄', '起点', '上海浦东', '合庆', '工业园区', '公里', '开', '公司', '晚上', '再', '开回去', '第二天', '再', '走', '一点点', '跳点', '一小', '格', '分', '次']","[15, 985, 572, 3342, 45, 2870, 13, 1082, 41, 63, 343, 538, 45, 26, 2870, 2197, 55, 1898, 55, 235, 606, 3159, 2121, 856, 741]","[15, 985, 572, 3342, 45, 2870, 13, 1082, 41, 63, 343, 538, 45, 26, 2870, 2197, 55, 1898, 55, 235, 606, 3159, 2121, 856, 741, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
1027,vkOJQm36qETLfI9n,正在查找相关性，从原理上是说得通的，胎压按标准以后，确实会感觉后避震软不少，过坑时候应该有轮胎帮着减少一部分过大震动   ,"['正在', '查找', '相关性', '，', '从', '原理', '上', '是', '说', '得', '通', '的', '，', '胎压', '按', '标准', '以后', '，', '确实', '会', '感觉', '后', '避震', '软', '不少', '，', '过坑', '时候', '应该', '有', '轮胎', '帮着', '减少', '一部分', '过大', '震动']","['正在', '查找', '相关性', '原理', '说', '通', '胎压', '标准', '以后', '确实', '感觉', '后', '避震', '软', '不少', '过坑', '应该', '有', '轮胎', '帮着', '减少', '一部分', '过大', '震动']","[1676, 8838, 6089, 18, 4784, 764, 698, 192, 86, 25, 54, 753, 466, 202, 2079, 50, 4, 105, 982, 2144, 6628, 1868]","[1676, 8838, 6089, 18, 4784, 764, 698, 192, 86, 25, 54, 753, 466, 202, 2079, 50, 4, 105, 982, 2144, 6628, 1868, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
1028,riHy5UabPW0fMIAN,异响这个不影响使用，但是只要是响，就说明有点问题，就像穿气垫鞋走路，时间长了，有空气压缩的声音，但不影响使用，但是确实是有问题。还是去换吧，我觉得其实你后面两个避震都异响，只是开车时候人坐在左边，左边的声音更明显一点。   ,"['异响', '这个', '不', '影响', '使用', '，', '但是', '只要', '是', '响', '，', '就', '说明', '有点', '问题', '，', '就', '像', '穿', '气垫', '鞋', '走路', '，', '时间', '长', '了', '，', '有', '空气压缩', '的', '声音', '，', '但', '不', '影响', '使用', '，', '但是', '确实', '是', '有', '问题', '。', '还是', '去', '换', '吧', '，', '我', '觉得', '其实', '你', '后面', '两个', '避震', '都', '异响', '，', '只是', '开车', '时候', '人', '坐在', '左边', '，', '左边', '的', '声音', '更', '明显', '一点', '。']","['异响', '影响', '使用', '响', '说明', '有点', '问题', '穿', '气垫', '鞋', '走路', '时间', '长', '有', '空气压缩', '声音', '影响', '使用', '确实', '有', '问题', '换', '觉得', '后面', '两个', '避震', '异响', '开车', '人', '坐在', '左边', '左边', '声音', '明显', '一点']","[116, 162, 195, 297, 942, 78, 23, 11176, 16081, 249, 362, 4, 80, 162, 195, 86, 4, 23, 21, 44, 489, 180, 753, 116, 379, 3, 3111, 2710, 2710, 80, 143, 66]","[116, 162, 195, 297, 942, 78, 23, 11176, 16081, 249, 362, 4, 80, 162, 195, 86, 4, 23, 21, 44, 489, 180, 753, 116, 379, 3, 3111, 2710, 2710, 80, 143, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
1029,592wQPGZTWVgIei7,运气真的不错 我家1.6MTpolo，4000转起步，13万都没有烧机油    ,"['运气', '真的', '不错', ' ', '我家', '1.6', 'MTpolo', '，', '4000', '转', '起步', '，', '13', '万', '都', '没有', '烧', '机油']","['运气', '真的', '不错', ' ', '我家', '1.6', 'MTpolo', '转', '起步', '万', '没有', '烧', '机油']","[3511, 136, 47, 1563, 120, 345, 298, 58, 16, 34, 7]","[3511, 136, 47, 1563, 120, 345, 298, 58, 16, 34, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
1030,9d8lKywa3B0PfLM2,论坛看了那么久，有看到森林人15款回复自己烧机油的（15傲虎带油冷的有过发帖烧机油的）还没一个正儿八经发帖说自己15款森林人烧机油的，lz实现了零的突破，我这完全没有挖苦lz的意思，静待16款以后烧机油的帖子，lz可能你会被人问到是否添加了外面买的假机油，像lz这样经常高速的还是绕开斯巴鲁的车为好,"['论坛', '看', '了', '那么', '久', '，', '有', '看到', '森林', '人', '15', '款', '回复', '自己', '烧', '机油', '的', '（', '15', '傲虎', '带油', '冷', '的', '有', '过', '发帖', '烧', '机油', '的', '）', '还', '没', '一个', '正儿八经', '发帖', '说', '自己', '15', '款', '森林', '人烧', '机油', '的', '，', 'lz', '实现', '了', '零的突破', '，', '我', '这', '完全', '没有', '挖苦', 'lz', '的', '意思', '，', '静待', '16', '款', '以后', '烧', '机油', '的', '帖子', '，', 'lz', '可能', '你', '会', '被', '人', '问到', '是否', '添加', '了', '外面', '买', '的', '假', '机油', '，', '像', 'lz', '这样', '经常', '高速', '的', '还是', '绕开', '斯巴鲁', '的', '车', '为', '好']","['论坛', '久', '有', '看到', '森林', '人', '款', '回复', '烧', '机油', '傲虎', '带油', '冷', '有', '发帖', '烧', '机油', '没', '一个', '正儿八经', '发帖', '说', '款', '森林', '人烧', '机油', 'lz', '实现', '零的突破', '完全', '没有', '挖苦', 'lz', '意思', '静待', '款', '以后', '烧', '机油', '帖子', 'lz', '人', '问到', '是否', '添加', '外面', '买', '假', '机油', 'lz', '高速', '绕开', '斯巴鲁', '车', '好']","[311, 1447, 4, 349, 2, 3, 24, 1480, 34, 7, 127, 6641, 678, 4, 2742, 34, 7, 15, 36, 2742, 18, 24, 2, 2431, 7, 886, 2662, 255, 16, 886, 572, 24, 192, 34, 7, 747, 886, 3, 11270, 381, 1597, 447, 19, 2325, 7, 886, 40, 35, 9, 10]","[311, 1447, 4, 349, 2, 3, 24, 1480, 34, 7, 127, 6641, 678, 4, 2742, 34, 7, 15, 36, 2742, 18, 24, 2, 2431, 7, 886, 2662, 255, 16, 886, 572, 24, 192, 34, 7, 747, 886, 3, 11270, 381, 1597, 447, 19, 2325, 7, 886, 40, 35, 9, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
1031,Pchj7VARe4gtmiOd,雷克萨斯都有烧机油的，但丰田给的补偿政策自己看，斯巴鲁你试试索赔，都是看人下菜              ,"['雷克萨斯', '都', '有', '烧', '机油', '的', '，', '但', '丰田', '给', '的', '补偿', '政策', '自己', '看', '，', '斯巴鲁', '你', '试试', '索赔', '，', '都', '是', '看人下菜']","['雷克萨斯', '有', '烧', '机油', '丰田', '补偿', '政策', '斯巴鲁', '试试', '索赔', '看人下菜']","[1630, 4, 34, 7, 520, 3116, 35, 351, 666, 15301]","[1630, 4, 34, 7, 520, 3116, 35, 351, 666, 15301, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
1032,xRIfryc1MG3nJOqQ,兄弟问句，2.5的烧机油吗    ,"['兄弟', '问句', '，', '2.5', '的', '烧', '机油', '吗']","['兄弟', '问句', '2.5', '烧', '机油']","[507, 1, 34, 7]","[507, 1, 34, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
1033,RUEu2BIoVeTsdk1N,斯巴鲁从17款开始基本就完美解决烧机油情况，只是略微费油，毕竟4驱    ,"['斯巴鲁', '从', '17', '款', '开始', '基本', '就', '完美', '解决', '烧', '机油', '情况', '，', '只是', '略微', '费油', '，', '毕竟', '4', '驱']","['斯巴鲁', '款', '完美', '解决', '烧', '机油', '情况', '费油', '驱']","[35, 24, 649, 375, 34, 7, 129, 909, 1828]","[35, 24, 649, 375, 34, 7, 129, 909, 1828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
1034,uz5LxtaHWjPh2cEi,那还好，基本中小故障都没怎么遇到过，烧机油，渗漏，是斯巴鲁最大的两个痛点，是否索赔成功后修理的呢？    ,"['那', '还好', '，', '基本', '中小', '故障', '都', '没', '怎么', '遇到', '过', '，', '烧', '机油', '，', '渗漏', '，', '是', '斯巴鲁', '最大', '的', '两个', '痛点', '，', '是否', '索赔', '成功', '后', '修理', '的', '呢', '？']","['还好', '中小', '故障', '没', '遇到', '烧', '机油', '渗漏', '斯巴鲁', '最大', '两个', '痛点', '是否', '索赔', '成功', '后', '修理']","[472, 561, 15, 422, 34, 7, 3519, 35, 339, 180, 9909, 381, 666, 1434, 54, 2394]","[472, 561, 15, 422, 34, 7, 3519, 35, 339, 180, 9909, 381, 666, 1434, 54, 2394, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
1035,EDo9aShzQUewruOP,论坛上2.0的好像说烧机油概率小    ,"['论坛', '上', '2.0', '的', '好像', '说', '烧', '机油', '概率', '小']","['论坛', '2.0', '好像', '说', '烧', '机油', '概率', '小']","[311, 1, 170, 18, 34, 7, 1292, 65]","[311, 1, 170, 18, 34, 7, 1292, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
1036,epNDnEtSY8FlLdqR,15款三年了，论坛基本没见有反应烧机油的，放心吧，实在不放心买2.0，概率更小    ,"['15', '款', '三年', '了', '，', '论坛', '基本', '没见', '有', '反应', '烧', '机油', '的', '，', '放心', '吧', '，', '实在', '不', '放心', '买', '2.0', '，', '概率', '更', '小']","['款', '三年', '论坛', '没见', '有', '反应', '烧', '机油', '放心', '实在', '放心', '买', '2.0', '概率', '小']","[24, 1281, 311, 1353, 4, 615, 34, 7, 526, 328, 526, 19, 1, 1292, 65]","[24, 1281, 311, 1353, 4, 615, 34, 7, 526, 328, 526, 19, 1, 1292, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
1037,yhWKJkC6RxTUtnYB,我也是12款，一直4s保养暂时不烧机油。没办法勤看机油尺呗，要不换中缸，出保了4s很坑的。,"['我', '也', '是', '12', '款', '，', '一直', '4s', '保养', '暂时', '不烧', '机油', '。', '没', '办法', '勤看', '机油', '尺', '呗', '，', '要', '不换', '中缸', '，', '出保', '了', '4s', '很', '坑', '的', '。']","['款', '一直', '4s', '保养', '暂时', '不烧', '机油', '没', '办法', '勤看', '机油', '尺', '不换', '中缸', '出保', '4s', '坑']","[24, 134, 84, 52, 898, 260, 7, 15, 481, 7, 1566, 2365, 1999, 4094, 84, 840]","[24, 134, 84, 52, 898, 260, 7, 15, 481, 7, 1566, 2365, 1999, 4094, 84, 840, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
1038,RD2Pd4wIn0gGCZHo,原来是烧机油这个纠结话题 这个区间里fb20很少烧。    ,"['原来', '是', '烧', '机油', '这个', '纠结', '话题', ' ', '这个', '区间', '里', 'fb20', '很少', '烧', '。']","['原来', '烧', '机油', '纠结', '话题', ' ', '区间', '里', 'fb20', '很少', '烧']","[304, 34, 7, 176, 7713, 918, 145, 3083, 641, 34]","[304, 34, 7, 176, 7713, 918, 145, 3083, 641, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
1039,ByCalFw7j51e8ZTV,顺便改装了机油散热系统，换了张紧轮和组合皮带，把气门油封也换了，还把缸头上的积碳也清理了，花了八千多点。    ,"['顺便', '改装', '了', '机油', '散热', '系统', '，', '换', '了', '张', '紧轮', '和', '组合', '皮带', '，', '把', '气门', '油封', '也', '换', '了', '，', '还', '把', '缸', '头上', '的', '积碳', '也', '清理', '了', '，', '花', '了', '八千多', '点', '。']","['顺便', '改装', '机油', '散热', '系统', '换', '张', '紧轮', '组合', '皮带', '气门', '油封', '换', '缸', '头上', '积碳', '清理', '花', '八千多', '点']","[1741, 524, 7, 1896, 254, 21, 5859, 15996, 3506, 825, 1886, 1618, 21, 680, 6341, 691, 1481, 574, 5714, 94]","[1741, 524, 7, 1896, 254, 21, 5859, 15996, 3506, 825, 1886, 1618, 21, 680, 6341, 691, 1481, 574, 5714, 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
